# Grouping of all relevant ligands found in the BioLiP database as of June 28, 2017
# The 4 nucleic acids entries ("NUCACID_") include: NUCDNA, NUCDNAB, NUCRNA, NUCRNAB
# The 2 DNA entries ("DNA_") include: NUCDNA, NUCDNAB
# The 2 RNA entries ("RNA_") include: NUCRNA, NUCRNAB
# All 204 ion entries ("ION_") were extracted from wwPDB's Chemical Component Dictionary (http://www.wwpdb.org/data/ccd),
#  accessed August 9, 2016
# All 8307 drug entries ("DRUGLIKE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to drug SMILES strings obtained from DrugBank (http://www.drugbank.ca/), accessed August 9, 2016
# All 1301 metabolite entries ("METABOLITE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to *endogenous metabolite* SMILES strings obtained from the Human Metabolome Database
#  (http://www.hmdb.ca/system/downloads/current/hmdb_metabolites.zip), accessed October 19, 2016
#group_name	original_ligand_mmCIF_identifier
DRUGLIKE_	2MC
DRUGLIKE_	2MG
DRUGLIKE_	2MH
DRUGLIKE_	2MK
DRUGLIKE_	2ML
DRUGLIKE_	2MN
DRUGLIKE_	2MP
DRUGLIKE_	2MR
DRUGLIKE_	2MT
DRUGLIKE_	2MU
DRUGLIKE_	2MV
DRUGLIKE_	2MX
DRUGLIKE_	2N5
DRUGLIKE_	2NA
DRUGLIKE_	2ND
DRUGLIKE_	2NE
DRUGLIKE_	2NI
DRUGLIKE_	2NP
DRUGLIKE_	2O7
DRUGLIKE_	2OA
DRUGLIKE_	2OB
DRUGLIKE_	2OF
DRUGLIKE_	2OH
DRUGLIKE_	2OP
DRUGLIKE_	2OS
DRUGLIKE_	2PB
DRUGLIKE_	2PC
DRUGLIKE_	2PD
DRUGLIKE_	2PE
DRUGLIKE_	2PG
DRUGLIKE_	2PI
DRUGLIKE_	2PL
DRUGLIKE_	2PM
DRUGLIKE_	2PO
DRUGLIKE_	2PP
DRUGLIKE_	2PT
DRUGLIKE_	2PU
DRUGLIKE_	2PY
DRUGLIKE_	2Q2
DRUGLIKE_	2QL
DRUGLIKE_	2RA
DRUGLIKE_	2RB
DRUGLIKE_	2RD
DRUGLIKE_	2RW
DRUGLIKE_	2S0
DRUGLIKE_	2S2
DRUGLIKE_	2S3
DRUGLIKE_	2S8
DRUGLIKE_	2SA
DRUGLIKE_	2SC
DRUGLIKE_	2SI
DRUGLIKE_	2SJ
DRUGLIKE_	2SK
DRUGLIKE_	2SP
DRUGLIKE_	2T1
DRUGLIKE_	2TH
DRUGLIKE_	2TL
DRUGLIKE_	2TN
DRUGLIKE_	2TP
DRUGLIKE_	2TY
DRUGLIKE_	2UF
DRUGLIKE_	2UL
DRUGLIKE_	2UN
DRUGLIKE_	2UP
DRUGLIKE_	2WP
DRUGLIKE_	2WS
DRUGLIKE_	2WU
DRUGLIKE_	2WW
DRUGLIKE_	2Y5
DRUGLIKE_	2YN
DRUGLIKE_	2YP
DRUGLIKE_	300
DRUGLIKE_	302
DRUGLIKE_	303
DRUGLIKE_	304
DRUGLIKE_	308
DRUGLIKE_	30B
DRUGLIKE_	30N
DRUGLIKE_	30Z
DRUGLIKE_	311
DRUGLIKE_	312
DRUGLIKE_	313
DRUGLIKE_	315
DRUGLIKE_	317
DRUGLIKE_	319
DRUGLIKE_	31U
DRUGLIKE_	320
DRUGLIKE_	322
DRUGLIKE_	324
DRUGLIKE_	325
DRUGLIKE_	326
DRUGLIKE_	327
DRUGLIKE_	328
DRUGLIKE_	329
DRUGLIKE_	32A
DRUGLIKE_	32M
DRUGLIKE_	32O
DRUGLIKE_	32Q
DRUGLIKE_	32R
DRUGLIKE_	32S
DRUGLIKE_	32U
DRUGLIKE_	330
DRUGLIKE_	332
DRUGLIKE_	333
DRUGLIKE_	334
DRUGLIKE_	338
DRUGLIKE_	33A
DRUGLIKE_	33D
DRUGLIKE_	33J
DRUGLIKE_	33O
DRUGLIKE_	33P
DRUGLIKE_	33U
DRUGLIKE_	33X
DRUGLIKE_	340
DRUGLIKE_	342
DRUGLIKE_	344
DRUGLIKE_	345
DRUGLIKE_	346
DRUGLIKE_	347
DRUGLIKE_	34A
DRUGLIKE_	34C
DRUGLIKE_	34O
DRUGLIKE_	34Q
DRUGLIKE_	34T
DRUGLIKE_	34V
DRUGLIKE_	352
DRUGLIKE_	356
DRUGLIKE_	357
DRUGLIKE_	358
DRUGLIKE_	359
DRUGLIKE_	35A
DRUGLIKE_	35F
DRUGLIKE_	35G
DRUGLIKE_	35P
DRUGLIKE_	35R
DRUGLIKE_	361
DRUGLIKE_	367
DRUGLIKE_	368
DRUGLIKE_	371
DRUGLIKE_	373
DRUGLIKE_	377
DRUGLIKE_	37A
DRUGLIKE_	37B
DRUGLIKE_	37L
DRUGLIKE_	37T
DRUGLIKE_	37U
DRUGLIKE_	37X
DRUGLIKE_	382
DRUGLIKE_	385
DRUGLIKE_	388
DRUGLIKE_	38J
DRUGLIKE_	38P
DRUGLIKE_	38S
DRUGLIKE_	38T
DRUGLIKE_	38V
DRUGLIKE_	391
DRUGLIKE_	393
DRUGLIKE_	394
DRUGLIKE_	395
DRUGLIKE_	397
DRUGLIKE_	39A
DRUGLIKE_	39N
DRUGLIKE_	39S
DRUGLIKE_	39Z
DRUGLIKE_	3A0
DRUGLIKE_	3A3
DRUGLIKE_	3AA
DRUGLIKE_	3AC
DRUGLIKE_	3AD
DRUGLIKE_	3AG
DRUGLIKE_	3AM
DRUGLIKE_	3AN
DRUGLIKE_	3AR
DRUGLIKE_	3AS
DRUGLIKE_	3AT
DRUGLIKE_	3B3
DRUGLIKE_	3B4
DRUGLIKE_	3B5
DRUGLIKE_	3B6
DRUGLIKE_	3B7
DRUGLIKE_	3B8
DRUGLIKE_	3B9
DRUGLIKE_	3BA
DRUGLIKE_	3BB
DRUGLIKE_	3BD
DRUGLIKE_	3BE
DRUGLIKE_	3BF
DRUGLIKE_	3BK
DRUGLIKE_	3BM
DRUGLIKE_	3BT
DRUGLIKE_	3BU
DRUGLIKE_	3BY
DRUGLIKE_	3C0
DRUGLIKE_	3CA
DRUGLIKE_	3CB
DRUGLIKE_	3CC
DRUGLIKE_	3CD
DRUGLIKE_	3CE
DRUGLIKE_	3CH
DRUGLIKE_	3CJ
DRUGLIKE_	3CK
DRUGLIKE_	3CM
DRUGLIKE_	3CP
DRUGLIKE_	3CU
DRUGLIKE_	3CZ
DRUGLIKE_	3D1
DRUGLIKE_	3DA
DRUGLIKE_	3DB
DRUGLIKE_	3DE
DRUGLIKE_	3DG
DRUGLIKE_	3DH
DRUGLIKE_	3DO
DRUGLIKE_	3DP
DRUGLIKE_	3DR
DRUGLIKE_	3DT
DRUGLIKE_	3DZ
DRUGLIKE_	3EA
DRUGLIKE_	3EE
DRUGLIKE_	3EV
DRUGLIKE_	3FD
DRUGLIKE_	3FG
DRUGLIKE_	3FP
DRUGLIKE_	3FT
DRUGLIKE_	3G3
DRUGLIKE_	3G4
DRUGLIKE_	3G6
DRUGLIKE_	3GC
DRUGLIKE_	3GN
DRUGLIKE_	3GP
DRUGLIKE_	3GQ
DRUGLIKE_	3GR
DRUGLIKE_	3GU
DRUGLIKE_	3GV
DRUGLIKE_	3H9
DRUGLIKE_	3HA
DRUGLIKE_	3HC
DRUGLIKE_	3HG
DRUGLIKE_	3HI
DRUGLIKE_	3HO
DRUGLIKE_	3HP
DRUGLIKE_	3HT
DRUGLIKE_	3HX
DRUGLIKE_	3IB
DRUGLIKE_	3ID
DRUGLIKE_	3IG
DRUGLIKE_	3IH
DRUGLIKE_	3IL
DRUGLIKE_	3IN
DRUGLIKE_	3IP
DRUGLIKE_	3KA
DRUGLIKE_	3KJ
DRUGLIKE_	3KK
DRUGLIKE_	3KL
DRUGLIKE_	3KV
DRUGLIKE_	3L1
DRUGLIKE_	3L9
DRUGLIKE_	3LA
DRUGLIKE_	3LP
DRUGLIKE_	3LR
DRUGLIKE_	3M0
DRUGLIKE_	3M5
DRUGLIKE_	3MA
DRUGLIKE_	3MB
DRUGLIKE_	3MC
DRUGLIKE_	3MD
DRUGLIKE_	3ME
DRUGLIKE_	3MF
DRUGLIKE_	3MG
DRUGLIKE_	3MI
DRUGLIKE_	3MP
DRUGLIKE_	3MS
DRUGLIKE_	3MU
DRUGLIKE_	3N6
DRUGLIKE_	3NA
DRUGLIKE_	3NH
DRUGLIKE_	3NZ
DRUGLIKE_	3O7
DRUGLIKE_	3O8
DRUGLIKE_	3OC
DRUGLIKE_	3OD
DRUGLIKE_	3OF
DRUGLIKE_	3OH
DRUGLIKE_	3OK
DRUGLIKE_	3OL
DRUGLIKE_	3OM
DRUGLIKE_	3ON
DRUGLIKE_	3P7
DRUGLIKE_	3P8
DRUGLIKE_	3PA
DRUGLIKE_	3PC
DRUGLIKE_	3PD
DRUGLIKE_	3PE
DRUGLIKE_	3PG
DRUGLIKE_	3PH
DRUGLIKE_	3PO
DRUGLIKE_	3PP
DRUGLIKE_	3PV
DRUGLIKE_	3PY
DRUGLIKE_	3QB
DRUGLIKE_	3QC
DRUGLIKE_	3QL
DRUGLIKE_	3QZ
DRUGLIKE_	3R2
DRUGLIKE_	3RF
DRUGLIKE_	3RJ
DRUGLIKE_	3RX
DRUGLIKE_	3SA
DRUGLIKE_	3SC
DRUGLIKE_	3SK
DRUGLIKE_	3SL
DRUGLIKE_	3SW
DRUGLIKE_	3SY
DRUGLIKE_	3T2
DRUGLIKE_	3T3
DRUGLIKE_	3TC
DRUGLIKE_	3TD
DRUGLIKE_	3TH
DRUGLIKE_	3TP
DRUGLIKE_	3UA
DRUGLIKE_	3UC
DRUGLIKE_	3UN
DRUGLIKE_	3UQ
DRUGLIKE_	3V2
DRUGLIKE_	3VB
DRUGLIKE_	3VL
DRUGLIKE_	3VN
DRUGLIKE_	3VV
DRUGLIKE_	3WF
DRUGLIKE_	3WL
DRUGLIKE_	3WS
DRUGLIKE_	3WX
DRUGLIKE_	3XH
DRUGLIKE_	3XZ
DRUGLIKE_	3YN
DRUGLIKE_	3YW
DRUGLIKE_	3ZO
DRUGLIKE_	3ZP
DRUGLIKE_	3ZQ
DRUGLIKE_	3ZW
DRUGLIKE_	3ZZ
DRUGLIKE_	401
DRUGLIKE_	405
DRUGLIKE_	408
DRUGLIKE_	40L
DRUGLIKE_	40O
DRUGLIKE_	412
DRUGLIKE_	417
DRUGLIKE_	418
DRUGLIKE_	41A
DRUGLIKE_	41H
DRUGLIKE_	41M
DRUGLIKE_	41U
DRUGLIKE_	41V
DRUGLIKE_	41W
DRUGLIKE_	41X
DRUGLIKE_	421
DRUGLIKE_	422
DRUGLIKE_	423
DRUGLIKE_	425
DRUGLIKE_	426
DRUGLIKE_	427
DRUGLIKE_	42F
DRUGLIKE_	42H
DRUGLIKE_	42Y
DRUGLIKE_	431
DRUGLIKE_	434
DRUGLIKE_	437
DRUGLIKE_	43A
DRUGLIKE_	43P
DRUGLIKE_	440
DRUGLIKE_	442
DRUGLIKE_	444
DRUGLIKE_	448
DRUGLIKE_	44B
DRUGLIKE_	44D
DRUGLIKE_	44E
DRUGLIKE_	44G
DRUGLIKE_	44U
DRUGLIKE_	44Z
DRUGLIKE_	450
DRUGLIKE_	451
DRUGLIKE_	452
DRUGLIKE_	458
DRUGLIKE_	459
DRUGLIKE_	45A
DRUGLIKE_	45P
DRUGLIKE_	45U
DRUGLIKE_	460
DRUGLIKE_	462
DRUGLIKE_	468
DRUGLIKE_	46D
DRUGLIKE_	46E
DRUGLIKE_	46M
DRUGLIKE_	46U
DRUGLIKE_	474
DRUGLIKE_	478
DRUGLIKE_	47D
DRUGLIKE_	47N
DRUGLIKE_	480
DRUGLIKE_	482
DRUGLIKE_	486
DRUGLIKE_	48F
DRUGLIKE_	48K
DRUGLIKE_	48P
DRUGLIKE_	48Y
DRUGLIKE_	492
DRUGLIKE_	493
DRUGLIKE_	497
DRUGLIKE_	498
DRUGLIKE_	49A
DRUGLIKE_	49H
DRUGLIKE_	49U
DRUGLIKE_	4A6
DRUGLIKE_	4AA
DRUGLIKE_	4AD
DRUGLIKE_	4AF
DRUGLIKE_	4AG
DRUGLIKE_	4AM
DRUGLIKE_	4AN
DRUGLIKE_	4AP
DRUGLIKE_	4AT
DRUGLIKE_	4AX
DRUGLIKE_	4B3
DRUGLIKE_	4BB
DRUGLIKE_	4BC
DRUGLIKE_	4BE
DRUGLIKE_	4BG
DRUGLIKE_	4BH
DRUGLIKE_	4BM
DRUGLIKE_	4BN
DRUGLIKE_	4BQ
DRUGLIKE_	4BR
DRUGLIKE_	4BS
DRUGLIKE_	4BT
DRUGLIKE_	4BW
DRUGLIKE_	4BZ
DRUGLIKE_	4C4
DRUGLIKE_	4C7
DRUGLIKE_	4C9
DRUGLIKE_	4CA
DRUGLIKE_	4CB
DRUGLIKE_	4CH
DRUGLIKE_	4CK
DRUGLIKE_	4CL
DRUGLIKE_	4CO
DRUGLIKE_	4CP
DRUGLIKE_	4CQ
DRUGLIKE_	4DD
DRUGLIKE_	4DE
DRUGLIKE_	4DI
DRUGLIKE_	4DX
DRUGLIKE_	4DY
DRUGLIKE_	4EA
DRUGLIKE_	4F0
DRUGLIKE_	4F3
DRUGLIKE_	4F8
DRUGLIKE_	4FA
DRUGLIKE_	4FC
DRUGLIKE_	4FE
DRUGLIKE_	4FF
DRUGLIKE_	4FP
DRUGLIKE_	4FU
DRUGLIKE_	4FW
DRUGLIKE_	4GC
DRUGLIKE_	4HA
DRUGLIKE_	4HD
DRUGLIKE_	4HG
DRUGLIKE_	4HM
DRUGLIKE_	4HT
DRUGLIKE_	4HY
DRUGLIKE_	4IG
DRUGLIKE_	4IK
DRUGLIKE_	4IN
DRUGLIKE_	4IP
DRUGLIKE_	4IR
DRUGLIKE_	4J0
DRUGLIKE_	4J2
DRUGLIKE_	4J9
DRUGLIKE_	4JF
DRUGLIKE_	4JG
DRUGLIKE_	4JK
DRUGLIKE_	4JU
DRUGLIKE_	4K8
DRUGLIKE_	4KO
DRUGLIKE_	4KZ
DRUGLIKE_	4L1
DRUGLIKE_	4LE
DRUGLIKE_	4LS
DRUGLIKE_	4M4
DRUGLIKE_	4MA
DRUGLIKE_	4MB
DRUGLIKE_	4MD
DRUGLIKE_	4MF
DRUGLIKE_	4MP
DRUGLIKE_	4MR
DRUGLIKE_	4MU
DRUGLIKE_	4MV
DRUGLIKE_	4MY
DRUGLIKE_	4MZ
DRUGLIKE_	4N2
DRUGLIKE_	4NA
DRUGLIKE_	4NC
DRUGLIKE_	4ND
DRUGLIKE_	4NH
DRUGLIKE_	4NL
DRUGLIKE_	4NP
DRUGLIKE_	4O8
DRUGLIKE_	4OA
DRUGLIKE_	4OC
DRUGLIKE_	4OH
DRUGLIKE_	4OP
DRUGLIKE_	4OX
DRUGLIKE_	4PA
DRUGLIKE_	4PB
DRUGLIKE_	4PG
DRUGLIKE_	4PH
DRUGLIKE_	4PI
DRUGLIKE_	4PN
DRUGLIKE_	4PW
DRUGLIKE_	4PY
DRUGLIKE_	4PZ
DRUGLIKE_	4QS
DRUGLIKE_	4QY
DRUGLIKE_	4R1
DRUGLIKE_	4RB
DRUGLIKE_	4RF
DRUGLIKE_	4RR
DRUGLIKE_	4RS
DRUGLIKE_	4S0
DRUGLIKE_	4SP
DRUGLIKE_	4SR
DRUGLIKE_	4TA
DRUGLIKE_	4TB
DRUGLIKE_	4TP
DRUGLIKE_	4TR
DRUGLIKE_	4TX
DRUGLIKE_	4TZ
DRUGLIKE_	4U0
DRUGLIKE_	4U1
DRUGLIKE_	4U2
DRUGLIKE_	4U3
DRUGLIKE_	4UN
DRUGLIKE_	4UO
DRUGLIKE_	4UR
DRUGLIKE_	4UX
DRUGLIKE_	4VU
DRUGLIKE_	4WC
DRUGLIKE_	4WE
DRUGLIKE_	4WQ
DRUGLIKE_	4WV
DRUGLIKE_	4WW
DRUGLIKE_	4WX
DRUGLIKE_	4XW
DRUGLIKE_	4YA
DRUGLIKE_	4YH
DRUGLIKE_	4YS
DRUGLIKE_	501
DRUGLIKE_	505
DRUGLIKE_	507
DRUGLIKE_	509
DRUGLIKE_	50T
DRUGLIKE_	50U
DRUGLIKE_	517
DRUGLIKE_	51G
DRUGLIKE_	51N
DRUGLIKE_	51U
DRUGLIKE_	521
DRUGLIKE_	523
DRUGLIKE_	524
DRUGLIKE_	528
DRUGLIKE_	529
DRUGLIKE_	52G
DRUGLIKE_	52H
DRUGLIKE_	52N
DRUGLIKE_	52O
DRUGLIKE_	52P
DRUGLIKE_	52V
DRUGLIKE_	537
DRUGLIKE_	53H
DRUGLIKE_	53N
DRUGLIKE_	53Q
DRUGLIKE_	53R
DRUGLIKE_	53S
DRUGLIKE_	53T
DRUGLIKE_	53U
DRUGLIKE_	53V
DRUGLIKE_	541
DRUGLIKE_	543
DRUGLIKE_	547
DRUGLIKE_	54H
DRUGLIKE_	550
DRUGLIKE_	552
DRUGLIKE_	553
DRUGLIKE_	555
DRUGLIKE_	55B
DRUGLIKE_	55E
DRUGLIKE_	55F
DRUGLIKE_	55V
DRUGLIKE_	564
DRUGLIKE_	565
DRUGLIKE_	566
DRUGLIKE_	567
DRUGLIKE_	568
DRUGLIKE_	56D
DRUGLIKE_	56S
DRUGLIKE_	572
DRUGLIKE_	575
DRUGLIKE_	577
DRUGLIKE_	578
DRUGLIKE_	57D
DRUGLIKE_	57S
DRUGLIKE_	580
DRUGLIKE_	582
DRUGLIKE_	585
DRUGLIKE_	587
DRUGLIKE_	59A
DRUGLIKE_	59C
DRUGLIKE_	59H
DRUGLIKE_	5AA
DRUGLIKE_	5AB
DRUGLIKE_	5AD
DRUGLIKE_	5AE
DRUGLIKE_	5AL
DRUGLIKE_	5AN
DRUGLIKE_	5AP
DRUGLIKE_	5AS
DRUGLIKE_	5AT
DRUGLIKE_	5B2
DRUGLIKE_	5B3
DRUGLIKE_	5BN
DRUGLIKE_	5BP
DRUGLIKE_	5BU
DRUGLIKE_	5CA
DRUGLIKE_	5CB
DRUGLIKE_	5CF
DRUGLIKE_	5CH
DRUGLIKE_	5CM
DRUGLIKE_	5CN
DRUGLIKE_	5CP
DRUGLIKE_	5CQ
DRUGLIKE_	5CS
DRUGLIKE_	5D5
DRUGLIKE_	5DE
DRUGLIKE_	5EE
DRUGLIKE_	5EH
DRUGLIKE_	5F1
DRUGLIKE_	5F9
DRUGLIKE_	5FA
DRUGLIKE_	5FU
DRUGLIKE_	5FW
DRUGLIKE_	5G0
DRUGLIKE_	5GF
DRUGLIKE_	5GM
DRUGLIKE_	5GP
DRUGLIKE_	5GS
DRUGLIKE_	5HD
DRUGLIKE_	5HE
DRUGLIKE_	5HG
DRUGLIKE_	5HM
DRUGLIKE_	5HP
DRUGLIKE_	5HT
DRUGLIKE_	5HU
DRUGLIKE_	5I5
DRUGLIKE_	5IC
DRUGLIKE_	5ID
DRUGLIKE_	5IG
DRUGLIKE_	5IP
DRUGLIKE_	5IQ
DRUGLIKE_	5IR
DRUGLIKE_	5IT
DRUGLIKE_	5IU
DRUGLIKE_	5J1
DRUGLIKE_	5JK
DRUGLIKE_	5JO
DRUGLIKE_	5KJ
DRUGLIKE_	5KQ
DRUGLIKE_	5KV
DRUGLIKE_	5M0
DRUGLIKE_	5MB
DRUGLIKE_	5MC
DRUGLIKE_	5MD
DRUGLIKE_	5MP
DRUGLIKE_	5MS
DRUGLIKE_	5MU
DRUGLIKE_	5MY
DRUGLIKE_	5N5
DRUGLIKE_	5N6
DRUGLIKE_	5NA
DRUGLIKE_	5NE
DRUGLIKE_	5NI
DRUGLIKE_	5NS
DRUGLIKE_	5NZ
DRUGLIKE_	5O2
DRUGLIKE_	5OB
DRUGLIKE_	5OC
DRUGLIKE_	5OP
DRUGLIKE_	5PA
DRUGLIKE_	5PI
DRUGLIKE_	5PP
DRUGLIKE_	5PV
DRUGLIKE_	5PY
DRUGLIKE_	5QP
DRUGLIKE_	5R8
DRUGLIKE_	5RL
DRUGLIKE_	5RM
DRUGLIKE_	5RP
DRUGLIKE_	5SA
DRUGLIKE_	5SC
DRUGLIKE_	5SD
DRUGLIKE_	5SP
DRUGLIKE_	5SV
DRUGLIKE_	5TW
DRUGLIKE_	5UD
DRUGLIKE_	5UF
DRUGLIKE_	5WA
DRUGLIKE_	5X8
DRUGLIKE_	5Y0
DRUGLIKE_	5Z5
DRUGLIKE_	5ZA
DRUGLIKE_	605
DRUGLIKE_	606
DRUGLIKE_	607
DRUGLIKE_	608
DRUGLIKE_	60C
DRUGLIKE_	610
DRUGLIKE_	612
DRUGLIKE_	616
DRUGLIKE_	617
DRUGLIKE_	61N
DRUGLIKE_	623
DRUGLIKE_	626
DRUGLIKE_	628
DRUGLIKE_	62H
DRUGLIKE_	62N
DRUGLIKE_	62P
DRUGLIKE_	62W
DRUGLIKE_	62X
DRUGLIKE_	636
DRUGLIKE_	638
DRUGLIKE_	641
DRUGLIKE_	642
DRUGLIKE_	64K
DRUGLIKE_	64T
DRUGLIKE_	64U
DRUGLIKE_	64Z
DRUGLIKE_	653
DRUGLIKE_	654
DRUGLIKE_	655
DRUGLIKE_	656
DRUGLIKE_	65B
DRUGLIKE_	665
DRUGLIKE_	666
DRUGLIKE_	667
DRUGLIKE_	669
DRUGLIKE_	66D
DRUGLIKE_	66S
DRUGLIKE_	670
DRUGLIKE_	675
DRUGLIKE_	677
DRUGLIKE_	678
DRUGLIKE_	679
DRUGLIKE_	680
DRUGLIKE_	681
DRUGLIKE_	685
DRUGLIKE_	687
DRUGLIKE_	689
DRUGLIKE_	68H
DRUGLIKE_	68P
DRUGLIKE_	692
DRUGLIKE_	693
DRUGLIKE_	694
DRUGLIKE_	696
DRUGLIKE_	697
DRUGLIKE_	698
DRUGLIKE_	699
DRUGLIKE_	69O
DRUGLIKE_	6AB
DRUGLIKE_	6B5
DRUGLIKE_	6BD
DRUGLIKE_	6BK
DRUGLIKE_	6C3
DRUGLIKE_	6C6
DRUGLIKE_	6CL
DRUGLIKE_	6CP
DRUGLIKE_	6DE
DRUGLIKE_	6EA
DRUGLIKE_	6ES
DRUGLIKE_	6FA
DRUGLIKE_	6FL
DRUGLIKE_	6GB
DRUGLIKE_	6GJ
DRUGLIKE_	6HE
DRUGLIKE_	6IA
DRUGLIKE_	6IN
DRUGLIKE_	6IP
DRUGLIKE_	6J4
DRUGLIKE_	6JZ
DRUGLIKE_	6K9
DRUGLIKE_	6LD
DRUGLIKE_	6MD
DRUGLIKE_	6MN
DRUGLIKE_	6MP
DRUGLIKE_	6MZ
DRUGLIKE_	6NA
DRUGLIKE_	6NH
DRUGLIKE_	6NI
DRUGLIKE_	6NP
DRUGLIKE_	6NW
DRUGLIKE_	6NX
DRUGLIKE_	6O8
DRUGLIKE_	6O9
DRUGLIKE_	6OB
DRUGLIKE_	6OC
DRUGLIKE_	6OE
DRUGLIKE_	6OS
DRUGLIKE_	6PE
DRUGLIKE_	6PG
DRUGLIKE_	6PH
DRUGLIKE_	6PL
DRUGLIKE_	6PN
DRUGLIKE_	6R9
DRUGLIKE_	6RK
DRUGLIKE_	6RL
DRUGLIKE_	6S2
DRUGLIKE_	6SA
DRUGLIKE_	6SB
DRUGLIKE_	6SC
DRUGLIKE_	6T0
DRUGLIKE_	6UL
DRUGLIKE_	6UV
DRUGLIKE_	700
DRUGLIKE_	701
DRUGLIKE_	703
DRUGLIKE_	709
DRUGLIKE_	710
DRUGLIKE_	711
DRUGLIKE_	715
DRUGLIKE_	72B
DRUGLIKE_	735
DRUGLIKE_	736
DRUGLIKE_	738
DRUGLIKE_	73Q
DRUGLIKE_	73V
DRUGLIKE_	740
DRUGLIKE_	742
DRUGLIKE_	744
DRUGLIKE_	745
DRUGLIKE_	749
DRUGLIKE_	74M
DRUGLIKE_	75V
DRUGLIKE_	760
DRUGLIKE_	761
DRUGLIKE_	762
DRUGLIKE_	76V
DRUGLIKE_	770
DRUGLIKE_	772
DRUGLIKE_	778
DRUGLIKE_	77A
DRUGLIKE_	77B
DRUGLIKE_	780
DRUGLIKE_	783
DRUGLIKE_	784
DRUGLIKE_	785
DRUGLIKE_	787
DRUGLIKE_	789
DRUGLIKE_	78A
DRUGLIKE_	78P
DRUGLIKE_	790
DRUGLIKE_	791
DRUGLIKE_	792
DRUGLIKE_	793
DRUGLIKE_	794
DRUGLIKE_	796
DRUGLIKE_	797
DRUGLIKE_	798
DRUGLIKE_	79Z
DRUGLIKE_	7A8
DRUGLIKE_	7AC
DRUGLIKE_	7AD
DRUGLIKE_	7AW
DRUGLIKE_	7BD
DRUGLIKE_	7CK
DRUGLIKE_	7CP
DRUGLIKE_	7CS
DRUGLIKE_	7DE
DRUGLIKE_	7DG
DRUGLIKE_	7DR
DRUGLIKE_	7EP
DRUGLIKE_	7FA
DRUGLIKE_	7GA
DRUGLIKE_	7HE
DRUGLIKE_	7I2
DRUGLIKE_	7IG
DRUGLIKE_	7IP
DRUGLIKE_	7JZ
DRUGLIKE_	7MG
DRUGLIKE_	7MQ
DRUGLIKE_	7MR
DRUGLIKE_	7NH
DRUGLIKE_	7NI
DRUGLIKE_	7P9
DRUGLIKE_	7PE
DRUGLIKE_	7PG
DRUGLIKE_	7PH
DRUGLIKE_	7PY
DRUGLIKE_	7RA
DRUGLIKE_	7RP
DRUGLIKE_	7SA
DRUGLIKE_	7UZ
DRUGLIKE_	7X1
DRUGLIKE_	7X2
DRUGLIKE_	7X3
DRUGLIKE_	7X4
DRUGLIKE_	7X5
DRUGLIKE_	7X6
DRUGLIKE_	7X7
DRUGLIKE_	7X8
DRUGLIKE_	801
DRUGLIKE_	802
DRUGLIKE_	803
DRUGLIKE_	806
DRUGLIKE_	809
DRUGLIKE_	80A
DRUGLIKE_	80G
DRUGLIKE_	812
DRUGLIKE_	815
DRUGLIKE_	817
DRUGLIKE_	818
DRUGLIKE_	821
DRUGLIKE_	822
DRUGLIKE_	824
DRUGLIKE_	825
DRUGLIKE_	826
DRUGLIKE_	82A
DRUGLIKE_	839
DRUGLIKE_	83H
DRUGLIKE_	840
DRUGLIKE_	843
DRUGLIKE_	846
DRUGLIKE_	847
DRUGLIKE_	84A
DRUGLIKE_	852
DRUGLIKE_	853
DRUGLIKE_	855
DRUGLIKE_	858
DRUGLIKE_	859
DRUGLIKE_	864
DRUGLIKE_	870
DRUGLIKE_	872
DRUGLIKE_	876
DRUGLIKE_	877
DRUGLIKE_	878
DRUGLIKE_	87Y
DRUGLIKE_	880
DRUGLIKE_	885
DRUGLIKE_	887
DRUGLIKE_	888
DRUGLIKE_	88R
DRUGLIKE_	892
DRUGLIKE_	893
DRUGLIKE_	894
DRUGLIKE_	895
DRUGLIKE_	896
DRUGLIKE_	89I
DRUGLIKE_	8AC
DRUGLIKE_	8AN
DRUGLIKE_	8AP
DRUGLIKE_	8BD
DRUGLIKE_	8BR
DRUGLIKE_	8CA
DRUGLIKE_	8DG
DRUGLIKE_	8GD
DRUGLIKE_	8GT
DRUGLIKE_	8IN
DRUGLIKE_	8IP
DRUGLIKE_	8LR
DRUGLIKE_	8M0
DRUGLIKE_	8MG
DRUGLIKE_	8MO
DRUGLIKE_	8MR
DRUGLIKE_	8NA
DRUGLIKE_	8NH
DRUGLIKE_	8OG
DRUGLIKE_	8PC
DRUGLIKE_	8PE
DRUGLIKE_	8PP
DRUGLIKE_	8PR
DRUGLIKE_	8PS
DRUGLIKE_	8SP
DRUGLIKE_	8ST
DRUGLIKE_	8TO
DRUGLIKE_	8XA
DRUGLIKE_	8XC
DRUGLIKE_	8XG
DRUGLIKE_	8XU
DRUGLIKE_	903
DRUGLIKE_	907
DRUGLIKE_	910
DRUGLIKE_	911
DRUGLIKE_	915
DRUGLIKE_	91U
DRUGLIKE_	928
DRUGLIKE_	92G
DRUGLIKE_	936
DRUGLIKE_	950
DRUGLIKE_	959
