# Grouping of all relevant ligands found in the BioLiP database as of June 28, 2017
# The 4 nucleic acids entries ("NUCACID_") include: NUCDNA, NUCDNAB, NUCRNA, NUCRNAB
# The 2 DNA entries ("DNA_") include: NUCDNA, NUCDNAB
# The 2 RNA entries ("RNA_") include: NUCRNA, NUCRNAB
# All 204 ion entries ("ION_") were extracted from wwPDB's Chemical Component Dictionary (http://www.wwpdb.org/data/ccd),
#  accessed August 9, 2016
# All 8307 drug entries ("DRUGLIKE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to drug SMILES strings obtained from DrugBank (http://www.drugbank.ca/), accessed August 9, 2016
# All 1301 metabolite entries ("METABOLITE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to *endogenous metabolite* SMILES strings obtained from the Human Metabolome Database
#  (http://www.hmdb.ca/system/downloads/current/hmdb_metabolites.zip), accessed October 19, 2016
#group_name	original_ligand_mmCIF_identifier
METABOLITE_	LNR
METABOLITE_	LOF
METABOLITE_	LOP
METABOLITE_	LP3
METABOLITE_	LPC
METABOLITE_	LPK
METABOLITE_	LRH
METABOLITE_	LSC
METABOLITE_	LSR
METABOLITE_	LT4
METABOLITE_	LTG
METABOLITE_	LTH
METABOLITE_	LVN
METABOLITE_	LX1
METABOLITE_	LXB
METABOLITE_	LXC
METABOLITE_	LXP
METABOLITE_	LXZ
METABOLITE_	LY9
METABOLITE_	LYS
METABOLITE_	LYZ
METABOLITE_	LZZ
METABOLITE_	M12
METABOLITE_	M13
METABOLITE_	M2P
METABOLITE_	M33
METABOLITE_	M3M
METABOLITE_	M4C
METABOLITE_	M8C
METABOLITE_	MA4
METABOLITE_	MA5
METABOLITE_	MA6
METABOLITE_	MA7
METABOLITE_	MAB
METABOLITE_	MAE
METABOLITE_	MAG
METABOLITE_	MAH
METABOLITE_	MAL
METABOLITE_	MAN
METABOLITE_	MAV
METABOLITE_	MC3
METABOLITE_	MCL
METABOLITE_	MCP
METABOLITE_	MCY
METABOLITE_	MD0
METABOLITE_	MDA
METABOLITE_	MDM
METABOLITE_	MEG
METABOLITE_	MEV
METABOLITE_	MG7
METABOLITE_	MGC
METABOLITE_	MGY
METABOLITE_	MH1
METABOLITE_	MHE
METABOLITE_	MHS
METABOLITE_	MIC
METABOLITE_	MJZ
METABOLITE_	MK8
METABOLITE_	MLA
METABOLITE_	MLB
METABOLITE_	MLI
METABOLITE_	MLR
METABOLITE_	MLT
METABOLITE_	MN0
METABOLITE_	MNA
METABOLITE_	MP8
METABOLITE_	MPU
METABOLITE_	MQD
METABOLITE_	MRP
METABOLITE_	MTL
METABOLITE_	MTT
METABOLITE_	MTU
METABOLITE_	MTY
METABOLITE_	MUB
METABOLITE_	MVD
METABOLITE_	MXY
METABOLITE_	MXZ
METABOLITE_	MYK
METABOLITE_	MYR
METABOLITE_	MYZ
METABOLITE_	N01
METABOLITE_	N6G
METABOLITE_	N6M
METABOLITE_	N81
METABOLITE_	N9S
METABOLITE_	NA0
METABOLITE_	NA1
METABOLITE_	NA7
METABOLITE_	NAA
METABOLITE_	NAD
METABOLITE_	NAG
METABOLITE_	NAH
METABOLITE_	NAI
METABOLITE_	NAJ
METABOLITE_	NAN
METABOLITE_	NAP
METABOLITE_	NBP
METABOLITE_	NC
METABOLITE_	NCN
METABOLITE_	ND3
METABOLITE_	NDA
METABOLITE_	NDG
METABOLITE_	NDP
METABOLITE_	NEM
METABOLITE_	NEO
METABOLITE_	NER
METABOLITE_	NEU
METABOLITE_	NGA
METABOLITE_	NGC
METABOLITE_	NGE
METABOLITE_	NGR
METABOLITE_	NGZ
METABOLITE_	NJP
METABOLITE_	NLA
METABOLITE_	NLE
METABOLITE_	NM6
METABOLITE_	NME
METABOLITE_	NMG
METABOLITE_	NMN
METABOLITE_	NOS
METABOLITE_	NPR
METABOLITE_	NTM
METABOLITE_	NUP
METABOLITE_	NVA
METABOLITE_	NXX
METABOLITE_	NYT
METABOLITE_	O1C
METABOLITE_	O2C
METABOLITE_	O7E
METABOLITE_	O7M
METABOLITE_	OAA
METABOLITE_	OAH
METABOLITE_	OCA
METABOLITE_	OCB
METABOLITE_	OCE
METABOLITE_	OHA
METABOLITE_	OI7
METABOLITE_	OIL
METABOLITE_	OIP
METABOLITE_	OLA
METABOLITE_	OLE
METABOLITE_	OLI
METABOLITE_	OMA
METABOLITE_	OMC
METABOLITE_	OMD
METABOLITE_	OMH
METABOLITE_	OMP
METABOLITE_	OMU
METABOLITE_	OOA
METABOLITE_	OOG
METABOLITE_	OPC
METABOLITE_	OPE
METABOLITE_	OPM
METABOLITE_	OR5
METABOLITE_	ORD
METABOLITE_	ORN
METABOLITE_	ORO
METABOLITE_	ORP
METABOLITE_	OYL
METABOLITE_	P1O
METABOLITE_	P5P
METABOLITE_	P5S
METABOLITE_	P6F
METABOLITE_	P6P
METABOLITE_	P6T
METABOLITE_	PA5
METABOLITE_	PAC
METABOLITE_	PAF
METABOLITE_	PAG
METABOLITE_	PAJ
METABOLITE_	PAM
METABOLITE_	PAP
METABOLITE_	PAV
METABOLITE_	PAY
METABOLITE_	PB
METABOLITE_	PBE
METABOLITE_	PBG
METABOLITE_	PC1
METABOLITE_	PC2
METABOLITE_	PC6
METABOLITE_	PC7
METABOLITE_	PC8
METABOLITE_	PC9
METABOLITE_	PCA
METABOLITE_	PCC
METABOLITE_	PCF
METABOLITE_	PCK
METABOLITE_	PCW
METABOLITE_	PEE
METABOLITE_	PEF
METABOLITE_	PEH
METABOLITE_	PEP
METABOLITE_	PEQ
METABOLITE_	PEV
METABOLITE_	PEX
METABOLITE_	PFS
METABOLITE_	PHB
METABOLITE_	PKR
METABOLITE_	PLC
METABOLITE_	PLD
METABOLITE_	PLM
METABOLITE_	PLO
METABOLITE_	PML
METABOLITE_	POP
METABOLITE_	POV
METABOLITE_	PPV
METABOLITE_	PPY
METABOLITE_	PR5
METABOLITE_	PRK
METABOLITE_	PRO
METABOLITE_	PRP
METABOLITE_	PRU
METABOLITE_	PRX
METABOLITE_	PS1
METABOLITE_	PS2
METABOLITE_	PS6
METABOLITE_	PSC
METABOLITE_	PSF
METABOLITE_	PSJ
METABOLITE_	PSV
METABOLITE_	PTY
METABOLITE_	PUF
METABOLITE_	PUP
METABOLITE_	PUR
METABOLITE_	PX4
METABOLITE_	PXL
METABOLITE_	PYO
METABOLITE_	PYR
METABOLITE_	PZU
METABOLITE_	QDK
METABOLITE_	QEH
METABOLITE_	QFH
METABOLITE_	QIC
METABOLITE_	QPH
METABOLITE_	R10
METABOLITE_	R51
METABOLITE_	R52
METABOLITE_	R5P
METABOLITE_	RAA
METABOLITE_	RAB
METABOLITE_	RAE
METABOLITE_	RAF
METABOLITE_	RAM
METABOLITE_	RAT
METABOLITE_	RB0
METABOLITE_	RB5
METABOLITE_	RBL
METABOLITE_	RCE
METABOLITE_	RCL
METABOLITE_	REL
METABOLITE_	REZ
METABOLITE_	RGG
METABOLITE_	RIB
METABOLITE_	RIP
METABOLITE_	RM4
METABOLITE_	RNT
METABOLITE_	RON
METABOLITE_	ROR
METABOLITE_	RP3
METABOLITE_	RP5
METABOLITE_	RPC
METABOLITE_	RSH
METABOLITE_	RT
METABOLITE_	RTL
METABOLITE_	RUU
METABOLITE_	S1P
METABOLITE_	S2G
METABOLITE_	S6P
METABOLITE_	SAJ
METABOLITE_	SAP
METABOLITE_	SAR
METABOLITE_	SCH
METABOLITE_	SCS
METABOLITE_	SDD
METABOLITE_	SEG
METABOLITE_	SEP
METABOLITE_	SER
METABOLITE_	SF6
METABOLITE_	SF9
METABOLITE_	SFO
METABOLITE_	SFT
METABOLITE_	SHB
METABOLITE_	SHD
METABOLITE_	SHO
METABOLITE_	SHR
METABOLITE_	SHU
METABOLITE_	SHV
METABOLITE_	SI2
METABOLITE_	SIA
METABOLITE_	SIN
METABOLITE_	SIZ
METABOLITE_	SLB
METABOLITE_	SLF
METABOLITE_	SLM
METABOLITE_	SLT
METABOLITE_	SMB
METABOLITE_	SO3
METABOLITE_	SOE
METABOLITE_	SOL
METABOLITE_	SOR
METABOLITE_	SPH
METABOLITE_	SQL
METABOLITE_	SQS
METABOLITE_	SRO
METABOLITE_	SRT
METABOLITE_	SSH
METABOLITE_	SSN
METABOLITE_	SST
METABOLITE_	STE
METABOLITE_	STR
METABOLITE_	SUD
METABOLITE_	SUH
METABOLITE_	SYM
METABOLITE_	T3
METABOLITE_	T31
METABOLITE_	T33
METABOLITE_	T3F
METABOLITE_	T3Q
METABOLITE_	T44
METABOLITE_	T55
METABOLITE_	T6T
METABOLITE_	TA6
METABOLITE_	TA8
METABOLITE_	TAG
METABOLITE_	TAP
METABOLITE_	TAR
METABOLITE_	TAT
METABOLITE_	TAU
METABOLITE_	TBG
METABOLITE_	TCA
METABOLITE_	TCH
METABOLITE_	TCP
METABOLITE_	TDA
METABOLITE_	TDD
METABOLITE_	TDR
METABOLITE_	TES
METABOLITE_	TG6
METABOLITE_	TGK
METABOLITE_	TGL
METABOLITE_	TGR
METABOLITE_	TGS
METABOLITE_	TGY
METABOLITE_	THB
METABOLITE_	THE
METABOLITE_	THJ
METABOLITE_	THM
METABOLITE_	THU
METABOLITE_	TKW
METABOLITE_	TLA
METABOLITE_	TLZ
METABOLITE_	TMA
METABOLITE_	TPO
METABOLITE_	TRA
METABOLITE_	TRH
METABOLITE_	TRX
METABOLITE_	TSS
METABOLITE_	TTH
METABOLITE_	TTN
METABOLITE_	TUD
METABOLITE_	TUR
METABOLITE_	TY3
METABOLITE_	TYI
METABOLITE_	TYR
METABOLITE_	TYV
METABOLITE_	U
METABOLITE_	U20
METABOLITE_	U21
METABOLITE_	U22
METABOLITE_	U25
METABOLITE_	U2F
METABOLITE_	U2L
METABOLITE_	U2P
METABOLITE_	U31
METABOLITE_	U36
METABOLITE_	U37
METABOLITE_	U3P
METABOLITE_	U5P
METABOLITE_	UA3
METABOLITE_	UAD
METABOLITE_	UAR
METABOLITE_	UBD
METABOLITE_	UCD
METABOLITE_	UD1
METABOLITE_	UD2
METABOLITE_	UD4
METABOLITE_	UD6
METABOLITE_	UD7
METABOLITE_	UDA
METABOLITE_	UDC
METABOLITE_	UDG
METABOLITE_	UDH
METABOLITE_	UDP
METABOLITE_	UDX
METABOLITE_	UDZ
METABOLITE_	UEG
METABOLITE_	UFG
METABOLITE_	UFM
METABOLITE_	UGA
METABOLITE_	UGB
METABOLITE_	UMA
METABOLITE_	UMP
METABOLITE_	UMQ
METABOLITE_	UN1
METABOLITE_	UNK
METABOLITE_	UP1
METABOLITE_	UPF
METABOLITE_	UPG
METABOLITE_	UPM
METABOLITE_	UPN
METABOLITE_	UPU
METABOLITE_	UR3
METABOLITE_	URA
METABOLITE_	URC
METABOLITE_	URE
METABOLITE_	URI
METABOLITE_	URO
METABOLITE_	URP
METABOLITE_	URQ
METABOLITE_	UTP
METABOLITE_	UZ9
METABOLITE_	VAD
METABOLITE_	VAH
METABOLITE_	VAL
METABOLITE_	VCA
METABOLITE_	VD3
METABOLITE_	VDX
METABOLITE_	VDY
METABOLITE_	VGJ
METABOLITE_	W9T
METABOLITE_	WM2
METABOLITE_	WOC
METABOLITE_	WOO
METABOLITE_	WS6
METABOLITE_	WSD
METABOLITE_	WTZ
METABOLITE_	X0X
METABOLITE_	X1X
METABOLITE_	X4A
METABOLITE_	X9X
METABOLITE_	XAN
METABOLITE_	XDE
METABOLITE_	XDP
METABOLITE_	XFW
METABOLITE_	XLF
METABOLITE_	XLM
METABOLITE_	XLS
METABOLITE_	XMP
METABOLITE_	XP5
METABOLITE_	XPM
METABOLITE_	XSP
METABOLITE_	XTS
METABOLITE_	XUL
METABOLITE_	XXD
METABOLITE_	XXR
METABOLITE_	XYA
METABOLITE_	XYL
METABOLITE_	XYP
METABOLITE_	XYS
METABOLITE_	XYZ
METABOLITE_	Y39
METABOLITE_	YCP
METABOLITE_	YLL
METABOLITE_	YTH
METABOLITE_	Z6J
METABOLITE_	Z6X
METABOLITE_	ZDM
METABOLITE_	ZPE
METABOLITE_	ZYD
METABOLITE_	ZZ9
METABOLITE_	ZZC
DRUGLIKE_	001
DRUGLIKE_	007
DRUGLIKE_	008
DRUGLIKE_	00C
DRUGLIKE_	00G
DRUGLIKE_	00O
DRUGLIKE_	00S
DRUGLIKE_	010
DRUGLIKE_	011
DRUGLIKE_	017
DRUGLIKE_	01A
DRUGLIKE_	024
DRUGLIKE_	028
DRUGLIKE_	02K
DRUGLIKE_	02L
DRUGLIKE_	02N
DRUGLIKE_	02U
DRUGLIKE_	02X
DRUGLIKE_	032
DRUGLIKE_	037
DRUGLIKE_	039
DRUGLIKE_	03E
DRUGLIKE_	03K
DRUGLIKE_	03V
DRUGLIKE_	03Y
DRUGLIKE_	041
DRUGLIKE_	042
DRUGLIKE_	045
DRUGLIKE_	047
DRUGLIKE_	04J
DRUGLIKE_	057
DRUGLIKE_	059
DRUGLIKE_	05N
DRUGLIKE_	060
DRUGLIKE_	067
DRUGLIKE_	06X
DRUGLIKE_	06Y
DRUGLIKE_	074
DRUGLIKE_	084
DRUGLIKE_	08D
DRUGLIKE_	08H
DRUGLIKE_	08J
DRUGLIKE_	08Y
DRUGLIKE_	093
DRUGLIKE_	097
DRUGLIKE_	099
DRUGLIKE_	0A
DRUGLIKE_	0A0
DRUGLIKE_	0A2
DRUGLIKE_	0A9
DRUGLIKE_	0AD
DRUGLIKE_	0AF
DRUGLIKE_	0AG
DRUGLIKE_	0AL
DRUGLIKE_	0AP
DRUGLIKE_	0AR
DRUGLIKE_	0AT
DRUGLIKE_	0AU
DRUGLIKE_	0AV
DRUGLIKE_	0AY
DRUGLIKE_	0AZ
DRUGLIKE_	0BD
DRUGLIKE_	0BR
DRUGLIKE_	0BT
DRUGLIKE_	0BU
DRUGLIKE_	0BV
DRUGLIKE_	0C
DRUGLIKE_	0CH
DRUGLIKE_	0CK
DRUGLIKE_	0CO
DRUGLIKE_	0DA
DRUGLIKE_	0DC
DRUGLIKE_	0DG
DRUGLIKE_	0DS
DRUGLIKE_	0DT
DRUGLIKE_	0E5
DRUGLIKE_	0EA
DRUGLIKE_	0EH
DRUGLIKE_	0ET
DRUGLIKE_	0FQ
DRUGLIKE_	0FX
DRUGLIKE_	0G
DRUGLIKE_	0G7
DRUGLIKE_	0H2
DRUGLIKE_	0HG
DRUGLIKE_	0HH
DRUGLIKE_	0HK
DRUGLIKE_	0HW
DRUGLIKE_	0HX
DRUGLIKE_	0IV
DRUGLIKE_	0J9
DRUGLIKE_	0JC
DRUGLIKE_	0JN
DRUGLIKE_	0JT
DRUGLIKE_	0JY
DRUGLIKE_	0KV
DRUGLIKE_	0L1
DRUGLIKE_	0LA
DRUGLIKE_	0LI
DRUGLIKE_	0MK
DRUGLIKE_	0MO
DRUGLIKE_	0N2
DRUGLIKE_	0NZ
DRUGLIKE_	0O2
DRUGLIKE_	0O3
DRUGLIKE_	0OD
DRUGLIKE_	0P0
DRUGLIKE_	0PA
DRUGLIKE_	0PQ
DRUGLIKE_	0QL
DRUGLIKE_	0RE
DRUGLIKE_	0RN
DRUGLIKE_	0RQ
DRUGLIKE_	0SG
DRUGLIKE_	0T1
DRUGLIKE_	0T9
DRUGLIKE_	0TN
DRUGLIKE_	0TS
DRUGLIKE_	0TX
DRUGLIKE_	0U
DRUGLIKE_	0U8
DRUGLIKE_	0U9
DRUGLIKE_	0UB
DRUGLIKE_	0UE
DRUGLIKE_	0UM
DRUGLIKE_	0UT
DRUGLIKE_	0UZ
DRUGLIKE_	0V5
DRUGLIKE_	0VR
DRUGLIKE_	0WD
DRUGLIKE_	0WK
DRUGLIKE_	0WM
DRUGLIKE_	0WO
DRUGLIKE_	0XL
DRUGLIKE_	0XO
DRUGLIKE_	0XQ
DRUGLIKE_	0XW
DRUGLIKE_	0Y0
DRUGLIKE_	0YR
DRUGLIKE_	0ZG
DRUGLIKE_	100
DRUGLIKE_	101
DRUGLIKE_	102
DRUGLIKE_	103
DRUGLIKE_	104
DRUGLIKE_	106
DRUGLIKE_	107
DRUGLIKE_	10A
DRUGLIKE_	10C
DRUGLIKE_	10U
DRUGLIKE_	111
DRUGLIKE_	113
DRUGLIKE_	114
DRUGLIKE_	115
DRUGLIKE_	117
DRUGLIKE_	11A
DRUGLIKE_	11C
DRUGLIKE_	11D
DRUGLIKE_	11F
DRUGLIKE_	11M
DRUGLIKE_	11N
DRUGLIKE_	11Q
DRUGLIKE_	11U
DRUGLIKE_	11X
DRUGLIKE_	11Z
DRUGLIKE_	120
DRUGLIKE_	121
DRUGLIKE_	122
DRUGLIKE_	123
DRUGLIKE_	124
DRUGLIKE_	125
DRUGLIKE_	126
DRUGLIKE_	127
DRUGLIKE_	128
DRUGLIKE_	129
DRUGLIKE_	12C
DRUGLIKE_	12H
DRUGLIKE_	12L
DRUGLIKE_	12P
DRUGLIKE_	12Q
DRUGLIKE_	12U
DRUGLIKE_	130
DRUGLIKE_	132
DRUGLIKE_	133
DRUGLIKE_	134
DRUGLIKE_	136
DRUGLIKE_	137
DRUGLIKE_	138
DRUGLIKE_	139
DRUGLIKE_	13H
DRUGLIKE_	13P
DRUGLIKE_	13U
DRUGLIKE_	140
DRUGLIKE_	141
DRUGLIKE_	142
DRUGLIKE_	143
DRUGLIKE_	144
DRUGLIKE_	145
DRUGLIKE_	146
DRUGLIKE_	147
DRUGLIKE_	149
DRUGLIKE_	14A
DRUGLIKE_	14B
DRUGLIKE_	14C
DRUGLIKE_	14L
DRUGLIKE_	14U
DRUGLIKE_	14V
DRUGLIKE_	14W
DRUGLIKE_	150
DRUGLIKE_	152
DRUGLIKE_	153
DRUGLIKE_	154
DRUGLIKE_	155
DRUGLIKE_	156
DRUGLIKE_	157
DRUGLIKE_	159
DRUGLIKE_	15B
DRUGLIKE_	15L
DRUGLIKE_	15M
DRUGLIKE_	15P
DRUGLIKE_	15U
DRUGLIKE_	15Z
DRUGLIKE_	161
DRUGLIKE_	164
DRUGLIKE_	166
DRUGLIKE_	167
DRUGLIKE_	168
DRUGLIKE_	169
DRUGLIKE_	16A
DRUGLIKE_	16B
DRUGLIKE_	16D
DRUGLIKE_	16G
DRUGLIKE_	16P
DRUGLIKE_	16U
DRUGLIKE_	16Y
DRUGLIKE_	171
DRUGLIKE_	172
DRUGLIKE_	173
DRUGLIKE_	174
DRUGLIKE_	175
DRUGLIKE_	176
DRUGLIKE_	177
DRUGLIKE_	178
DRUGLIKE_	17A
DRUGLIKE_	17C
DRUGLIKE_	17F
DRUGLIKE_	17H
DRUGLIKE_	17K
DRUGLIKE_	17M
DRUGLIKE_	181
DRUGLIKE_	183
DRUGLIKE_	184
DRUGLIKE_	185
DRUGLIKE_	186
DRUGLIKE_	188
DRUGLIKE_	18B
DRUGLIKE_	18D
DRUGLIKE_	18G
DRUGLIKE_	18M
DRUGLIKE_	18N
DRUGLIKE_	18T
DRUGLIKE_	191
DRUGLIKE_	192
DRUGLIKE_	193
DRUGLIKE_	194
DRUGLIKE_	195
DRUGLIKE_	196
DRUGLIKE_	197
DRUGLIKE_	198
DRUGLIKE_	199
DRUGLIKE_	19A
DRUGLIKE_	19U
DRUGLIKE_	1A2
DRUGLIKE_	1AB
DRUGLIKE_	1AC
DRUGLIKE_	1AD
DRUGLIKE_	1AE
DRUGLIKE_	1AL
DRUGLIKE_	1AN
DRUGLIKE_	1AT
DRUGLIKE_	1AU
DRUGLIKE_	1AW
DRUGLIKE_	1BA
DRUGLIKE_	1BD
DRUGLIKE_	1BH
DRUGLIKE_	1BN
DRUGLIKE_	1BO
DRUGLIKE_	1BP
DRUGLIKE_	1C2
DRUGLIKE_	1CA
DRUGLIKE_	1CB
DRUGLIKE_	1CD
DRUGLIKE_	1CE
DRUGLIKE_	1CF
DRUGLIKE_	1CL
DRUGLIKE_	1CM
DRUGLIKE_	1CN
DRUGLIKE_	1CP
DRUGLIKE_	1CU
DRUGLIKE_	1CV
DRUGLIKE_	1CW
DRUGLIKE_	1CX
DRUGLIKE_	1CZ
DRUGLIKE_	1DA
DRUGLIKE_	1DB
DRUGLIKE_	1DM
DRUGLIKE_	1DO
DRUGLIKE_	1DS
DRUGLIKE_	1E3
DRUGLIKE_	1E8
DRUGLIKE_	1EC
DRUGLIKE_	1ED
DRUGLIKE_	1EM
DRUGLIKE_	1EX
DRUGLIKE_	1F7
DRUGLIKE_	1FH
DRUGLIKE_	1FL
DRUGLIKE_	1FM
DRUGLIKE_	1FN
DRUGLIKE_	1FP
DRUGLIKE_	1FR
DRUGLIKE_	1FZ
DRUGLIKE_	1G4
DRUGLIKE_	1G7
DRUGLIKE_	1G9
DRUGLIKE_	1GC
DRUGLIKE_	1GL
DRUGLIKE_	1GN
DRUGLIKE_	1GP
DRUGLIKE_	1GT
DRUGLIKE_	1GZ
DRUGLIKE_	1HA
DRUGLIKE_	1HE
DRUGLIKE_	1HN
DRUGLIKE_	1HP
DRUGLIKE_	1HU
DRUGLIKE_	1IG
DRUGLIKE_	1IQ
DRUGLIKE_	1IT
DRUGLIKE_	1JB
DRUGLIKE_	1JZ
DRUGLIKE_	1K4
DRUGLIKE_	1KX
DRUGLIKE_	1LD
DRUGLIKE_	1LL
DRUGLIKE_	1LM
DRUGLIKE_	1LP
DRUGLIKE_	1MC
DRUGLIKE_	1MG
DRUGLIKE_	1MK
DRUGLIKE_	1MZ
DRUGLIKE_	1N1
DRUGLIKE_	1NA
DRUGLIKE_	1NB
DRUGLIKE_	1NI
DRUGLIKE_	1NP
DRUGLIKE_	1OH
DRUGLIKE_	1OL
DRUGLIKE_	1OR
DRUGLIKE_	1P3
DRUGLIKE_	1PC
DRUGLIKE_	1PE
DRUGLIKE_	1PG
DRUGLIKE_	1PL
DRUGLIKE_	1PQ
DRUGLIKE_	1PT
DRUGLIKE_	1PU
DRUGLIKE_	1PY
DRUGLIKE_	1QQ
DRUGLIKE_	1QW
DRUGLIKE_	1RB
DRUGLIKE_	1RG
DRUGLIKE_	1S0
DRUGLIKE_	1S6
DRUGLIKE_	1SC
DRUGLIKE_	1SH
DRUGLIKE_	1SY
DRUGLIKE_	1TL
DRUGLIKE_	1U7
DRUGLIKE_	1UN
DRUGLIKE_	1VU
DRUGLIKE_	1W8
DRUGLIKE_	1WE
DRUGLIKE_	1WX
DRUGLIKE_	1X0
DRUGLIKE_	1X9
DRUGLIKE_	1XH
DRUGLIKE_	1Y7
DRUGLIKE_	1YA
DRUGLIKE_	1YC
DRUGLIKE_	1YD
DRUGLIKE_	1YF
DRUGLIKE_	1YJ
DRUGLIKE_	1YN
DRUGLIKE_	1ZN
DRUGLIKE_	1ZT
DRUGLIKE_	1ZZ
DRUGLIKE_	200
DRUGLIKE_	201
DRUGLIKE_	204
DRUGLIKE_	205
DRUGLIKE_	207
DRUGLIKE_	208
DRUGLIKE_	209
DRUGLIKE_	20A
DRUGLIKE_	20K
DRUGLIKE_	20S
DRUGLIKE_	210
DRUGLIKE_	212
DRUGLIKE_	216
DRUGLIKE_	219
DRUGLIKE_	21B
DRUGLIKE_	21D
DRUGLIKE_	21U
DRUGLIKE_	21V
DRUGLIKE_	220
DRUGLIKE_	221
DRUGLIKE_	224
DRUGLIKE_	225
DRUGLIKE_	226
DRUGLIKE_	228
DRUGLIKE_	22F
DRUGLIKE_	22M
DRUGLIKE_	22N
DRUGLIKE_	22U
DRUGLIKE_	230
DRUGLIKE_	233
DRUGLIKE_	234
DRUGLIKE_	235
DRUGLIKE_	239
DRUGLIKE_	23C
DRUGLIKE_	23D
DRUGLIKE_	23F
DRUGLIKE_	23G
DRUGLIKE_	23M
DRUGLIKE_	23N
DRUGLIKE_	23R
DRUGLIKE_	23S
DRUGLIKE_	23T
DRUGLIKE_	23U
DRUGLIKE_	242
DRUGLIKE_	243
DRUGLIKE_	244
DRUGLIKE_	24B
DRUGLIKE_	24G
DRUGLIKE_	24I
DRUGLIKE_	24M
DRUGLIKE_	24U
DRUGLIKE_	251
DRUGLIKE_	252
DRUGLIKE_	253
DRUGLIKE_	254
DRUGLIKE_	255
DRUGLIKE_	256
DRUGLIKE_	25A
DRUGLIKE_	25L
DRUGLIKE_	262
DRUGLIKE_	269
DRUGLIKE_	26A
DRUGLIKE_	26C
DRUGLIKE_	26P
DRUGLIKE_	26U
DRUGLIKE_	270
DRUGLIKE_	272
DRUGLIKE_	276
DRUGLIKE_	277
DRUGLIKE_	279
DRUGLIKE_	27A
DRUGLIKE_	27L
DRUGLIKE_	27R
DRUGLIKE_	27U
DRUGLIKE_	283
DRUGLIKE_	287
DRUGLIKE_	288
DRUGLIKE_	289
DRUGLIKE_	28E
DRUGLIKE_	28J
DRUGLIKE_	28Z
DRUGLIKE_	292
DRUGLIKE_	293
DRUGLIKE_	294
DRUGLIKE_	295
DRUGLIKE_	297
DRUGLIKE_	299
DRUGLIKE_	29B
DRUGLIKE_	29C
DRUGLIKE_	29D
DRUGLIKE_	29E
DRUGLIKE_	29J
DRUGLIKE_	29Q
DRUGLIKE_	29S
DRUGLIKE_	29U
DRUGLIKE_	2A5
DRUGLIKE_	2A6
DRUGLIKE_	2AC
DRUGLIKE_	2AD
DRUGLIKE_	2AF
DRUGLIKE_	2AM
DRUGLIKE_	2AN
DRUGLIKE_	2AS
DRUGLIKE_	2AT
DRUGLIKE_	2AU
DRUGLIKE_	2BA
DRUGLIKE_	2BB
DRUGLIKE_	2BC
DRUGLIKE_	2BE
DRUGLIKE_	2BF
DRUGLIKE_	2BH
DRUGLIKE_	2BK
DRUGLIKE_	2BL
DRUGLIKE_	2BM
DRUGLIKE_	2BN
DRUGLIKE_	2BO
DRUGLIKE_	2BR
DRUGLIKE_	2BT
DRUGLIKE_	2BU
DRUGLIKE_	2C0
DRUGLIKE_	2C2
DRUGLIKE_	2C5
DRUGLIKE_	2C7
DRUGLIKE_	2C9
DRUGLIKE_	2CA
DRUGLIKE_	2CC
DRUGLIKE_	2CH
DRUGLIKE_	2CP
DRUGLIKE_	2CV
DRUGLIKE_	2D7
DRUGLIKE_	2D8
DRUGLIKE_	2D9
DRUGLIKE_	2DC
DRUGLIKE_	2DD
DRUGLIKE_	2DE
DRUGLIKE_	2DG
DRUGLIKE_	2DI
DRUGLIKE_	2DL
DRUGLIKE_	2DP
DRUGLIKE_	2DR
DRUGLIKE_	2DT
DRUGLIKE_	2E1
DRUGLIKE_	2E2
DRUGLIKE_	2EA
DRUGLIKE_	2ED
DRUGLIKE_	2EG
DRUGLIKE_	2EH
DRUGLIKE_	2EP
DRUGLIKE_	2EQ
DRUGLIKE_	2F8
DRUGLIKE_	2FA
DRUGLIKE_	2FD
DRUGLIKE_	2FF
DRUGLIKE_	2FG
DRUGLIKE_	2FH
DRUGLIKE_	2FJ
DRUGLIKE_	2FK
DRUGLIKE_	2FL
DRUGLIKE_	2FM
DRUGLIKE_	2FP
DRUGLIKE_	2FR
DRUGLIKE_	2G3
DRUGLIKE_	2GG
DRUGLIKE_	2GM
DRUGLIKE_	2GO
DRUGLIKE_	2GP
DRUGLIKE_	2GS
DRUGLIKE_	2GT
DRUGLIKE_	2H3
DRUGLIKE_	2HA
DRUGLIKE_	2HC
DRUGLIKE_	2HP
DRUGLIKE_	2HR
DRUGLIKE_	2HS
DRUGLIKE_	2IG
DRUGLIKE_	2IH
DRUGLIKE_	2IP
DRUGLIKE_	2JD
DRUGLIKE_	2JH
DRUGLIKE_	2JN
DRUGLIKE_	2JW
DRUGLIKE_	2K2
DRUGLIKE_	2KH
DRUGLIKE_	2KL
DRUGLIKE_	2KQ
DRUGLIKE_	2KT
DRUGLIKE_	2LG
DRUGLIKE_	2LP
DRUGLIKE_	2LR
DRUGLIKE_	2LU
DRUGLIKE_	2M4
DRUGLIKE_	2M5
DRUGLIKE_	2M6
DRUGLIKE_	2M8
